178.512999773
         10135199 function calls (10083810 primitive calls) in 123.086 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1874(CharsNotIn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1945(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:197(ParseException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2003(_PositionToken)
        7    0.000    0.000    0.000    0.000 pyparsing.py:2004(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2010(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2033(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2035(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2058(LineEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:206(ParseFatalException)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2060(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2084(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2086(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2102(StringEnd)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2104(__init__)
      360    0.004    0.000    0.006    0.000 pyparsing.py:2109(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:211(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2126(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2148(WordEnd)
      109    0.001    0.000    0.002    0.000 pyparsing.py:215(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2174(ParseExpression)
      120    0.002    0.000    0.003    0.000 pyparsing.py:2176(__init__)
     14/8    0.000    0.000    0.009    0.001 pyparsing.py:2194(leaveWhitespace)
    152/4    0.004    0.000    0.010    0.002 pyparsing.py:2225(streamline)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2257(setResultsName)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2267(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2273(_ErrorStop)
        9    0.000    0.000    0.000    0.000 pyparsing.py:2274(__new__)
       85    0.001    0.000    0.004    0.000 pyparsing.py:2279(__init__)
 4698/362    0.114    0.000    2.717    0.008 pyparsing.py:2290(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:231(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2334(Or)
       11    0.000    0.000    0.000    0.000 pyparsing.py:2339(__init__)
   330/89    0.032    0.000    1.496    0.017 pyparsing.py:2347(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:239(_ParseResultsWithOffset)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2395(MatchFirst)
        4    0.000    0.000    0.000    0.000 pyparsing.py:240(__init__)
       24    0.000    0.000    0.001    0.000 pyparsing.py:2400(__init__)
  904/258    0.036    0.000    1.550    0.006 pyparsing.py:2411(parseImpl)
       16    0.000    0.000    0.000    0.000 pyparsing.py:242(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2439(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2454(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:247(ParseResults)
    14090    0.170    0.000    0.276    0.000 pyparsing.py:254(__new__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2540(ParseElementEnhance)
       89    0.002    0.000    0.005    0.000 pyparsing.py:2542(__init__)
 3967/128    0.046    0.000    1.680    0.013 pyparsing.py:2557(parseImpl)
     15/9    0.000    0.000    0.010    0.001 pyparsing.py:2563(leaveWhitespace)
    129/7    0.002    0.000    0.009    0.001 pyparsing.py:2582(streamline)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2601(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2612(FollowedBy)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2617(__init__)
      199    0.002    0.000    0.021    0.000 pyparsing.py:2621(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2626(NotAny)
14090/14088    0.125    0.000    0.159    0.000 pyparsing.py:263(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2632(__init__)
       54    0.001    0.000    0.007    0.000 pyparsing.py:2640(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2663(ZeroOrMore)
        8    0.000    0.000    0.000    0.000 pyparsing.py:2665(__init__)
  744/702    0.019    0.000    1.946    0.003 pyparsing.py:2669(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2702(OneOrMore)
   198/20    0.004    0.000    1.533    0.077 pyparsing.py:2704(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2736(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2744(Optional)
       11    0.000    0.000    0.001    0.000 pyparsing.py:2749(__init__)
 1018/704    0.014    0.000    2.022    0.003 pyparsing.py:2754(parseImpl)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2768(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2778(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2822(Forward)
        7    0.000    0.000    0.000    0.000 pyparsing.py:2836(__init__)
        7    0.000    0.000    0.000    0.000 pyparsing.py:2839(__lshift__)
     44/1    0.000    0.000    0.008    0.008 pyparsing.py:2857(streamline)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2893(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2897(TokenConverter)
       53    0.000    0.000    0.004    0.000 pyparsing.py:2899(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2903(Upcase)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2914(Combine)
        7    0.000    0.000    0.009    0.001 pyparsing.py:2919(__init__)
       12    0.001    0.000    0.003    0.000 pyparsing.py:2935(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2945(Group)
       12    0.000    0.000    0.001    0.000 pyparsing.py:2947(__init__)
      192    0.001    0.000    0.001    0.000 pyparsing.py:2951(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2954(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2959(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2988(Suppress)
     1206    0.010    0.000    0.013    0.000 pyparsing.py:299(__getitem__)
      115    0.000    0.000    0.000    0.000 pyparsing.py:2990(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2997(OnlyOnce)
        1    0.000    0.000    0.001    0.001 pyparsing.py:3036(delimitedList)
        4    0.000    0.000    0.000    0.000 pyparsing.py:308(__setitem__)
       11    0.000    0.000    0.001    0.000 pyparsing.py:3121(_escapeRegexRangeChars)
       15    1.267    0.084    4.185    0.279 pyparsing.py:3129(oneOf)
   175846    0.526    0.000    0.526    0.000 pyparsing.py:3146(<lambda>)
   175846    1.061    0.000    1.635    0.000 pyparsing.py:3147(<lambda>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:3207(<lambda>)
       12    0.000    0.000    0.001    0.000 pyparsing.py:321(__delitem__)
        6    0.001    0.000    0.001    0.000 pyparsing.py:3213(<lambda>)
        2    0.000    0.000    0.021    0.011 pyparsing.py:3215(srange)
        1    0.000    0.000    0.025    0.025 pyparsing.py:3295(_makeTags)
        1    0.000    0.000    0.025    0.025 pyparsing.py:3323(makeHTMLTags)
      294    0.002    0.000    0.003    0.000 pyparsing.py:346(__len__)
     1811    0.012    0.000    0.017    0.000 pyparsing.py:347(__bool__)
      345    0.002    0.000    0.003    0.000 pyparsing.py:349(__iter__)
     1494    0.009    0.000    0.014    0.000 pyparsing.py:351(keys)
        2    0.000    0.000    0.000    0.000 pyparsing.py:387(__getattr__)
      329    0.004    0.000    0.007    0.000 pyparsing.py:403(__iadd__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:406(<lambda>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:434(_asStringList)
       89    0.001    0.000    0.002    0.000 pyparsing.py:445(asList)
     6058    0.146    0.000    0.411    0.000 pyparsing.py:459(copy)
        1    0.007    0.007    0.192    0.192 pyparsing.py:59(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:645(ParserElement)
      313    0.004    0.000    0.004    0.000 pyparsing.py:655(__init__)
       52    0.001    0.000    0.013    0.000 pyparsing.py:678(copy)
       34    0.000    0.000    0.001    0.000 pyparsing.py:688(setName)
        6    0.000    0.000    0.002    0.000 pyparsing.py:696(setResultsName)
       42    0.001    0.000    0.001    0.000 pyparsing.py:726(_normalizeParseActionArgs)
       42    0.000    0.000    0.002    0.000 pyparsing.py:820(setParseAction)
     5538    0.048    0.000    0.067    0.000 pyparsing.py:873(preParse)
     5831    0.019    0.000    0.019    0.000 pyparsing.py:888(postParse)
16065/362    0.458    0.000    2.754    0.008 pyparsing.py:892(_parseNoCache)
2306/1164    0.032    0.000    1.013    0.001 pyparsing.py:964(tryParse)
17696/360    0.453    0.000    2.779    0.008 pyparsing.py:972(_parseCache)
      362    0.002    0.000    0.010    0.000 pyparsing.py:992(resetCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:997(enablePackrat)
        2    0.000    0.000    0.021    0.010 pyplot.py:1124(xticks)
        2    0.000    0.000    0.007    0.004 pyplot.py:1162(yticks)
        1    0.002    0.002    0.050    0.050 pyplot.py:15(<module>)
       46    0.000    0.000    0.001    0.000 pyplot.py:1759(autogen_docstring)
       46    0.001    0.000    0.006    0.000 pyplot.py:1764(<lambda>)
        1    0.000    0.000    0.129    0.129 pyplot.py:194(figure)
        1    0.000    0.000    1.057    1.057 pyplot.py:2151(hist)
        1    0.000    0.000    0.001    0.001 pyplot.py:2633(text)
        7    0.000    0.000    0.000    0.000 pyplot.py:285(gcf)
        1    0.000    0.000    0.056    0.056 pyplot.py:317(close)
        1    0.000    0.000    7.921    7.921 pyplot.py:360(savefig)
        1    0.000    0.000    0.000    0.000 pyplot.py:57(_backend_selection)
        6    0.000    0.000    0.200    0.033 pyplot.py:575(gca)
        1    0.005    0.005    1.550    1.550 qsturng.py:24(<module>)
        6    0.000    0.000    0.000    0.000 qsturng.py:370(_isfloat)
    42445    0.550    0.000   46.829    0.001 qsturng.py:382(_phi)
    34032    0.603    0.000   37.971    0.001 qsturng.py:386(_ptransform)
   139827    3.289    0.000    7.486    0.000 qsturng.py:408(_func)
    59476    0.861    0.000    0.861    0.000 qsturng.py:430(_select_ps)
    44607    4.348    0.000   60.003    0.001 qsturng.py:457(_interpolate_p)
    16871    0.075    0.000    0.078    0.000 qsturng.py:538(_select_vs)
     2002    0.088    0.000    0.419    0.000 qsturng.py:566(_interpolate_v)
    16871    1.970    0.000   84.667    0.005 qsturng.py:608(_qsturng)
        1    0.000    0.000   10.024   10.024 qsturng.py:696(qsturng)
     6586    0.223    0.000    7.684    0.001 qsturng.py:706(_qsturng0)
     1001    2.512    0.003   83.204    0.083 qsturng.py:726(_fminbound)
     1001    0.046    0.000   86.358    0.086 qsturng.py:845(_psturng)
     6586    0.105    0.000    7.813    0.001 qsturng.py:852(<lambda>)
    13868    0.253    0.000   71.850    0.005 qsturng.py:853(<lambda>)
        1    0.000    0.000   86.366   86.366 qsturng.py:860(psturng)
        1    0.001    0.001    0.001    0.001 quadpack.py:3(<module>)
        1    0.000    0.000    0.000    0.000 quadrature.py:13(AccuracyWarning)
        1    0.001    0.001    0.001    0.001 quadrature.py:2(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:15(<module>)
        1    0.000    0.000    0.000    0.000 quiver.py:218(QuiverKey)
        1    0.000    0.000    0.000    0.000 quiver.py:366(Quiver)
        1    0.000    0.000    0.000    0.000 quiver.py:790(Barbs)
        2    0.000    0.000    0.000    0.000 random.py:100(seed)
       24    0.000    0.000    0.000    0.000 random.py:272(choice)
        1    0.001    0.001    0.005    0.005 random.py:40(<module>)
        1    0.000    0.000    0.000    0.000 random.py:647(WichmannHill)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        1    0.000    0.000    0.000    0.000 random.py:797(SystemRandom)
        2    0.000    0.000    0.000    0.000 random.py:91(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:105(validate_backend)
        1    0.000    0.000    0.000    0.000 rcsetup.py:139(validate_nseq_float)
        1    0.002    0.002    0.295    0.295 rcsetup.py:14(<module>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:140(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:158(validate_nseq_int)
        1    0.000    0.000    0.000    0.000 rcsetup.py:159(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:272(validate_ps_distiller)
        1    0.000    0.000    0.000    0.000 rcsetup.py:319(ValidateInterval)
        7    0.000    0.000    0.000    0.000 rcsetup.py:323(__init__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:35(ValidateInStrings)
       12    0.000    0.000    0.001    0.000 rcsetup.py:36(__init__)
       93    0.000    0.000    0.001    0.000 rcsetup.py:40(func)
        1    0.000    0.000    0.000    0.000 rcsetup.py:45(__call__)
        1    0.000    0.000    0.000    0.000 rcsetup.py:57(validate_bool)
      117    0.001    0.000    0.006    0.000 re.py:134(match)
      472    0.004    0.000    1.231    0.003 re.py:188(compile)
      715    0.014    0.000    0.022    0.000 re.py:206(escape)
      589    0.009    0.000    1.231    0.002 re.py:229(_compile)
      398    0.003    0.000    0.006    0.000 re.py:251(_compile_repl)
      398    0.004    0.000    0.010    0.000 re.py:271(_subx)
        1    0.000    0.000    0.000    0.000 records.py:214(record)
        1    0.000    0.000    0.000    0.000 records.py:284(recarray)
        1    0.000    0.000    0.000    0.000 records.py:36(<module>)
        1    0.000    0.000    0.000    0.000 records.py:83(format_parser)
        1    0.000    0.000    0.000    0.000 relativedelta.py:15(weekday)
        7    0.000    0.000    0.000    0.000 relativedelta.py:18(__init__)
        1    0.000    0.000    0.000    0.000 relativedelta.py:45(relativedelta)
        1    0.000    0.000    0.000    0.000 relativedelta.py:6(<module>)
        1    0.007    0.007    0.008    0.008 result.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:14(failfast)
        1    0.000    0.000    0.000    0.000 result.py:26(TestResult)
        1    0.000    0.000    0.000    0.000 rfc822.py:496(AddrlistClass)
        1    0.000    0.000    0.000    0.000 rfc822.py:71(<module>)
        1    0.000    0.000    0.000    0.000 rfc822.py:770(AddressList)
        1    0.000    0.000    0.000    0.000 rfc822.py:85(Message)
        1    0.000    0.000    0.000    0.000 rrule.py:228(rrule)
        1    0.000    0.000    0.000    0.000 rrule.py:50(weekday)
        7    0.000    0.000    0.000    0.000 rrule.py:53(__init__)
        1    0.002    0.002    0.003    0.003 rrule.py:6(<module>)
        1    0.000    0.000    0.000    0.000 rrule.py:629(_iterinfo)
        1    0.000    0.000    0.000    0.000 rrule.py:82(rrulebase)
        1    0.000    0.000    0.000    0.000 rrule.py:824(rruleset)
        1    0.000    0.000    0.000    0.000 rrule.py:826(_genitem)
        1    0.000    0.000    0.000    0.000 rrule.py:893(_rrulestr)
        1    0.001    0.001    0.002    0.002 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:119(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:12(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 rv.py:2(<module>)
        1    0.000    0.000    0.000    0.000 saxutils.py:171(XMLFilterBase)
        1    0.003    0.003    0.044    0.044 saxutils.py:4(<module>)
        1    0.000    0.000    0.000    0.000 saxutils.py:84(XMLGenerator)
        1    0.002    0.002    0.068    0.068 scale.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:112(LogTransformBase)
        1    0.000    0.000    0.000    0.000 scale.py:12(ScaleBase)
        1    0.000    0.000    0.000    0.000 scale.py:125(Log10Transform)
        1    0.000    0.000    0.000    0.000 scale.py:137(InvertedLog10Transform)
        1    0.000    0.000    0.000    0.000 scale.py:149(Log2Transform)
        1    0.000    0.000    0.000    0.000 scale.py:161(InvertedLog2Transform)
        1    0.000    0.000    0.000    0.000 scale.py:173(NaturalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:185(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:197(LogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:219(InvertedLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:301(SymmetricalLogScale)
        1    0.000    0.000    0.000    0.000 scale.py:313(SymmetricalLogTransform)
        1    0.000    0.000    0.000    0.000 scale.py:340(InvertedSymmetricalLogTransform)
        7    0.000    0.000    0.000    0.000 scale.py:419(get_scale_names)
        2    0.000    0.000    0.000    0.000 scale.py:42(limit_range_for_scale)
        4    0.000    0.000    0.000    0.000 scale.py:424(scale_factory)
        1    0.000    0.000    0.000    0.000 scale.py:449(get_scale_docs)
        1    0.000    0.000    0.000    0.000 scale.py:52(LinearScale)
        4    0.000    0.000    0.000    0.000 scale.py:59(__init__)
        4    0.000    0.000    0.001    0.000 scale.py:62(set_default_locators_and_formatters)
        4    0.000    0.000    0.000    0.000 scale.py:72(get_transform)
        1    0.000    0.000    0.000    0.000 scale.py:95(LogScale)
        1    0.000    0.000    0.000    0.000 scimath.py:17(<module>)
        2    0.000    0.000    0.000    0.000 shape_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shape_base.py:165(vstack)
        3    0.000    0.000    0.000    0.000 shape_base.py:53(atleast_2d)
    77543    2.772    0.000    5.571    0.000 shape_base.py:6(atleast_1d)
        1    0.000    0.000    0.000    0.000 shutil.py:30(Error)
        1    0.000    0.000    0.000    0.000 shutil.py:33(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:37(ExecError)
        1    0.006    0.006    0.006    0.006 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.001    0.001    0.001    0.001 slsqp.py:6(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:167(_closedsocket)
        1    0.000    0.000    0.000    0.000 socket.py:179(_socketobject)
        1    0.000    0.000    0.000    0.000 socket.py:235(_fileobject)
        1    0.009    0.009    0.009    0.009 socket.py:45(<module>)
        1    0.000    0.000    0.000    0.000 special_matrices.py:2(<module>)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:34(<module>)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
        4    0.000    0.000    0.000    0.000 spines.py:126(get_patch_transform)
        4    0.000    0.000    0.000    0.000 spines.py:133(get_path)
  196/148    0.001    0.000    0.034    0.000 spines.py:136(_ensure_position_is_set)
        4    0.000    0.000    0.032    0.008 spines.py:142(register_axis)
        4    0.000    0.000    0.064    0.016 spines.py:153(cla)
        1    0.000    0.000    0.000    0.000 spines.py:17(Spine)
        4    0.000    0.000    0.000    0.000 spines.py:179(_adjust_location)
        4    0.000    0.000    0.005    0.001 spines.py:262(draw)
        8    0.000    0.000    0.001    0.000 spines.py:267(_calc_offset_transform)
        8    0.000    0.000    0.033    0.004 spines.py:326(set_position)
  188/148    0.003    0.000    0.036    0.000 spines.py:373(get_spine_transform)
        4    0.000    0.000    0.003    0.001 spines.py:39(__init__)
        4    0.000    0.000    0.003    0.001 spines.py:419(linear_spine)
        1    0.000    0.000    0.000    0.000 sputils.py:2(<module>)
      228    0.008    0.000    0.072    0.000 sre_compile.py:178(_compile_charset)
      228    0.024    0.000    0.061    0.000 sre_compile.py:207(_optimize_charset)
     1926    0.005    0.000    0.005    0.000 sre_compile.py:24(_identityfunction)
       65    0.007    0.000    0.011    0.000 sre_compile.py:258(_mk_bitmap)
        1    0.010    0.010    0.013    0.013 sre_compile.py:301(_optimize_unicode)
  1339/79    0.188    0.000    0.446    0.006 sre_compile.py:32(_compile)
      242    0.003    0.000    0.007    0.000 sre_compile.py:354(_simple)
       79    0.018    0.000    0.116    0.001 sre_compile.py:361(_compile_info)
      158    0.001    0.000    0.002    0.000 sre_compile.py:474(isstring)
       79    0.002    0.000    0.565    0.007 sre_compile.py:480(_code)
       79    0.003    0.000    1.218    0.015 sre_compile.py:495(compile)
       39    0.000    0.000    0.000    0.000 sre_compile.py:51(fixup)
     1936    0.012    0.000    0.017    0.000 sre_parse.py:126(__len__)
       55    0.000    0.000    0.000    0.000 sre_parse.py:128(__delitem__)
     8740    0.060    0.000    0.092    0.000 sre_parse.py:130(__getitem__)
      242    0.001    0.000    0.001    0.000 sre_parse.py:134(__setitem__)
     5730    0.037    0.000    0.054    0.000 sre_parse.py:138(append)
 1574/322    0.049    0.000    0.070    0.000 sre_parse.py:140(getwidth)
       82    0.001    0.000    0.002    0.000 sre_parse.py:178(__init__)
     9229    0.106    0.000    0.163    0.000 sre_parse.py:182(__next)
     2934    0.015    0.000    0.036    0.000 sre_parse.py:195(match)
     7929    0.057    0.000    0.197    0.000 sre_parse.py:201(get)
        4    0.000    0.000    0.000    0.000 sre_parse.py:205(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:207(seek)
      117    0.000    0.000    0.000    0.000 sre_parse.py:210(isident)
        2    0.000    0.000    0.000    0.000 sre_parse.py:213(isdigit)
       20    0.001    0.000    0.001    0.000 sre_parse.py:216(isname)
       84    0.001    0.000    0.001    0.000 sre_parse.py:225(_class_escape)
      251    0.004    0.000    0.006    0.000 sre_parse.py:257(_escape)
   233/79    0.072    0.000    0.643    0.008 sre_parse.py:301(_parse_sub)
 1028/782    0.168    0.000    0.599    0.001 sre_parse.py:379(_parse)
       79    0.002    0.000    0.649    0.008 sre_parse.py:663(parse)
       79    0.000    0.000    0.000    0.000 sre_parse.py:67(__init__)
        3    0.000    0.000    0.000    0.000 sre_parse.py:691(parse_template)
        1    0.000    0.000    0.000    0.000 sre_parse.py:698(literal)
      105    0.001    0.000    0.001    0.000 sre_parse.py:72(opengroup)
      105    0.001    0.000    0.001    0.000 sre_parse.py:83(closegroup)
        1    0.000    0.000    0.000    0.000 sre_parse.py:85(checkgroup)
     1339    0.005    0.000    0.005    0.000 sre_parse.py:90(__init__)
        1    0.001    0.001    0.003    0.003 ssl.py:56(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:83(SSLSocket)
       37    0.000    0.000    0.000    0.000 stat.py:24(S_IFMT)
       17    0.000    0.000    0.000    0.000 stat.py:40(S_ISDIR)
       20    0.000    0.000    0.000    0.000 stat.py:49(S_ISREG)
        1    0.020    0.020    0.993    0.993 stats.py:122(<module>)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:12(DummyArray)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        1    0.000    0.000    0.000    0.000 string.py:131(__init__)
        2    0.000    0.000    0.006    0.003 string.py:148(substitute)
      182    0.002    0.000    0.003    0.000 string.py:158(convert)
        1    0.001    0.001    0.006    0.006 subprocess.py:389(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:401(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:419(STARTUPINFO)
        1    0.000    0.000    0.000    0.000 subprocess.py:425(pywintypes)
        1    0.000    0.000    0.000    0.000 subprocess.py:611(Popen)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:11(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:235(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:282(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:73(TestSuite)
        1    0.002    0.002    0.015    0.015 sysconfig.py:10(<module>)
        1    0.000    0.000    0.000    0.000 sysconfig.py:45(_python_build)
        1    0.000    0.000    0.000    0.000 table.py:145(Table)
        1    0.000    0.000    0.008    0.008 table.py:21(<module>)
        1    0.000    0.000    0.000    0.000 table.py:35(Cell)
        1    0.000    0.000    0.000    0.000 tempfile.py:107(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 tempfile.py:119(__init__)
        4    0.000    0.000    0.001    0.000 tempfile.py:127(next)
        1    0.004    0.004    0.009    0.009 tempfile.py:18(<module>)
        4    0.000    0.000    0.000    0.000 tempfile.py:205(_get_candidate_names)
        4    0.000    0.000    0.006    0.002 tempfile.py:219(_mkstemp_inner)
        1    0.000    0.000    0.000    0.000 tempfile.py:357(_TemporaryFileWrapper)
        4    0.000    0.000    0.000    0.000 tempfile.py:365(__init__)
        8    0.000    0.000    0.000    0.000 tempfile.py:371(__getattr__)
        4    0.000    0.000    0.006    0.002 tempfile.py:419(NamedTemporaryFile)
        4    0.000    0.000    0.000    0.000 tempfile.py:44(_set_cloexec)
        1    0.000    0.000    0.000    0.000 tempfile.py:486(SpooledTemporaryFile)
        1    0.000    0.000    0.010    0.010 texmanager.py:34(<module>)
        1    0.000    0.000    0.010    0.010 texmanager.py:72(TexManager)
        1    0.000    0.000    0.000    0.000 text.py:1013(TextWithDash)
        1    0.000    0.000    0.000    0.000 text.py:1375(OffsetFrom)
        1    0.000    0.000    0.000    0.000 text.py:141(Text)
        1    0.000    0.000    0.000    0.000 text.py:1415(_AnnotationBase)
       96    0.004    0.000    0.012    0.000 text.py:152(__init__)
        1    0.000    0.000    0.001    0.001 text.py:1671(Annotation)
       36    0.000    0.000    0.000    0.000 text.py:230(get_rotation)
       96    0.000    0.000    0.000    0.000 text.py:234(set_rotation_mode)
       18    0.000    0.000    0.000    0.000 text.py:247(get_rotation_mode)
       30    0.001    0.000    0.003    0.000 text.py:252(update_from)
       35    0.009    0.000    7.445    0.213 text.py:264(_get_layout)
        1    0.003    0.003    0.055    0.055 text.py:3(<module>)
       96    0.000    0.000    0.000    0.000 text.py:415(set_path_effects)
       36    0.000    0.000    0.000    0.000 text.py:418(get_path_effects)
       36    0.000    0.000    0.000    0.000 text.py:43(get_rotation)
       23    0.004    0.000    7.465    0.325 text.py:514(draw)
       18    0.000    0.000    0.000    0.000 text.py:596(get_color)
       56    0.001    0.000    0.002    0.000 text.py:676(get_position)
       35    0.001    0.000    0.013    0.000 text.py:682(get_prop_tup)
       93    0.000    0.000    0.000    0.000 text.py:698(get_text)
       17    0.001    0.000    0.017    0.001 text.py:713(get_window_extent)
       96    0.001    0.000    0.001    0.000 text.py:773(set_color)
        2    0.000    0.000    0.000    0.000 text.py:790(set_horizontalalignment)
        1    0.000    0.000    0.000    0.000 text.py:873(set_size)
        1    0.000    0.000    0.000    0.000 text.py:882(set_fontsize)
        4    0.000    0.000    0.000    0.000 text.py:910(set_position)
       38    0.000    0.000    0.000    0.000 text.py:919(set_x)
       32    0.000    0.000    0.000    0.000 text.py:928(set_y)
        1    0.000    0.000    0.000    0.000 text.py:951(set_verticalalignment)
      181    0.001    0.000    0.001    0.000 text.py:963(set_text)
       36    0.001    0.000    0.002    0.000 text.py:973(is_math_text)
        1    0.000    0.000    0.000    0.000 textpath.py:15(TextToPath)
        2    0.000    0.000    0.000    0.000 textpath.py:23(__init__)
        1    0.003    0.003    0.010    0.010 textpath.py:3(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:369(TextPath)
        1    0.000    0.000    0.004    0.004 threading.py:1(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:175(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:178(_Condition)
        2    0.000    0.000    0.000    0.000 threading.py:180(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:220(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:271(notify)
        1    0.000    0.000    0.000    0.000 threading.py:289(notifyAll)
        1    0.000    0.000    0.000    0.000 threading.py:298(_Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:346(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:358(Event)
